success_probability,delay_slots,capacity,capacity_ratio,method,post_change_slot,independent_seeds,cumulative_excess_pct_mean,cumulative_excess_pct_ci_low,cumulative_excess_pct_ci_high
0.9,0,2,0.1,cumulative_ucb_cv,310,12,15.906336042347599,14.221448281165038,17.59122380353016
0.9,0,2,0.1,cumulative_ucb_cv,320,12,15.679103517416358,14.040905295069178,17.317301739763536
0.9,0,2,0.1,cumulative_ucb_cv,330,12,15.450428907825463,13.745205705329886,17.155652110321043
0.9,0,2,0.1,cumulative_ucb_cv,340,12,15.181494787382228,13.58527538349222,16.777714191272235
0.9,0,2,0.1,cumulative_ucb_cv,350,12,15.020219523887734,13.443089715688844,16.597349332086626
0.9,0,2,0.1,cumulative_ucb_cv,360,12,14.931959152910844,13.30932969522302,16.554588610598667
0.9,0,2,0.1,cumulative_ucb_cv,370,12,14.750651780983128,13.155810517671549,16.34549304429471
0.9,0,2,0.1,cumulative_ucb_cv,380,12,14.788672706475248,13.131793000665294,16.445552412285203
0.9,0,2,0.1,cumulative_ucb_cv,390,12,14.530230948988931,12.81828488301312,16.242177014964742
0.9,0,2,0.1,cumulative_ucb_cv,400,12,14.277783403505914,12.524623200610865,16.030943606400964
0.9,0,2,0.1,sco_reset_ucb,10,12,25.28596593161733,14.357790657408517,36.214141205826145
0.9,0,2,0.1,sco_reset_ucb,20,12,29.229685284418526,21.163571886701238,37.29579868213581
0.9,0,2,0.1,sco_reset_ucb,30,12,28.62216038500402,23.752687160444374,33.491633609563664
0.9,0,2,0.1,sco_reset_ucb,40,12,26.25489767523541,21.63533919835694,30.874456152113876
0.9,0,2,0.1,sco_reset_ucb,50,12,24.47578890534191,20.672324984412263,28.27925282627156
0.9,0,2,0.1,sco_reset_ucb,60,12,23.7717056419786,20.821870435909258,26.72154084804794
0.9,0,2,0.1,sco_reset_ucb,70,12,22.06333004719616,19.744948509874582,24.38171158451774
0.9,0,2,0.1,sco_reset_ucb,80,12,21.27217310508084,18.88313949224981,23.661206717911867
0.9,0,2,0.1,sco_reset_ucb,90,12,20.475100103897354,18.083933721503644,22.866266486291064
0.9,0,2,0.1,sco_reset_ucb,100,12,18.614402007273267,16.291761181326248,20.937042833220286
0.9,0,2,0.1,sco_reset_ucb,110,12,18.09821792052109,15.938191391247075,20.258244449795107
0.9,0,2,0.1,sco_reset_ucb,120,12,17.441026777118886,15.199953992985348,19.68209956125242
0.9,0,2,0.1,sco_reset_ucb,130,12,16.529323066379508,14.566818025703796,18.49182810705522
0.9,0,2,0.1,sco_reset_ucb,140,12,15.847873511004105,13.93454863749803,17.76119838451018
0.9,0,2,0.1,sco_reset_ucb,150,12,15.150032032392,13.143922019244323,17.156142045539674
0.9,0,2,0.1,sco_reset_ucb,160,12,14.950061163433126,13.151703712085464,16.74841861478079
0.9,0,2,0.1,sco_reset_ucb,170,12,14.528222963433295,12.89862891623136,16.15781701063523
0.9,0,2,0.1,sco_reset_ucb,180,12,14.316016800038211,12.673564112266359,15.958469487810063
